11,SNS,SERVICE NOT SUPPORTED
12,IF,INVALID FORMAT
13,IML,INCORRECT MESSAGE LENGTH
21,BRR,BUSY REPEAT REQ
22,CIC,CONDITION INCORRECT
36,RIC,ROUTINE INCOMPLETE
31,ROOR,REQUEST OUT OF RANGE
78,RRRP,REQUEST RECEIVED,RESPONSE IS PENDING
