11,SNS,सर्विस  नॉट  सपोर्टेड
12,IF,इनवैलिड  फॉर्मेट
13,IML,इनकरेक्ट  मैसेज  लेंथ
21,BRR,बिजी  रिपीट  रिक्वेस्ट
22,CIC,कंडीशन  इनकरेक्ट
36,RIC,रूटीन  इन्कम्प्लीट
31,ROOR,रिक्वेस्ट  आउट  ऑफ़  रेंज
78,RRRP,रिक्वेस्ट  रेसिवेद ,रिस्पांस  इस  पेंडिंग
